doctor,doctor_type,name,text
"Dr. Sooji Kim, DPM",Podiatrist,Initials hidden,"Very compassionate, friendly, knowledgeable, professional and very thorough. She was wonderful!"
"Dr. Sooji Kim, DPM",Podiatrist,"Erica C., verified patient",She was very thorough and wanted to understand everything I was feeling. She offered options and next steps and was very knowledgeable and professional. HIGHLY recommend!!!
"Dr. Sooji Kim, DPM",Podiatrist,"Paul C., verified patient","Professional, direct and to the point. Took me right on time and scheduled follow up visit efficiently"
"Dr. Sooji Kim, DPM",Podiatrist,Initials hidden,"Very friendly. However, they only provided an x-ray and not a sonogram to diagnose a foot fracture, which has been standard practice at other places I've gone. "
"Dr. Sooji Kim, DPM",Podiatrist,Initials hidden,I am very glad I chose Dr Kim as my Podiatrist. She is very nice and considerable. She gives clear explanations and takes the time to answer questions. Her staff is also friendly and efficient. 
"Dr. Sooji Kim, DPM",Podiatrist,"Harold K., verified patient",
"Dr. Sooji Kim, DPM",Podiatrist,Initials hidden,"Dr Kim is an excellent doctor, she actually sits and listens to you and does not rush you! Her staff is very nice and helpful."
"Dr. Sooji Kim, DPM",Podiatrist,Initials hidden,She was great. Very professional and personable.  
"Dr. Sooji Kim, DPM",Podiatrist,"Evan Ross K., verified patient","Incredibly smart, personable, caring, and kind. I've been looking for a quality doctor for some time and definitely found it in Dr. Kim."
"Dr. Sooji Kim, DPM",Podiatrist,"Diana L., verified patient","Dr. Sooji Kim is a very kind person that took time to go over my concerns in a very timely manner. I never felt rushed, everyone was professional and efficient. Im very new to the treatments and look forward to continue with them."
"Dr. Sooji Kim, DPM",Podiatrist,Initials hidden,"She treated me great. 

The wait time was minimal. 
"
"Dr. Sooji Kim, DPM",Podiatrist,Initials hidden,
"Dr. Sooji Kim, DPM",Podiatrist,Initials hidden,
"Dr. Sooji Kim, DPM",Podiatrist,"Allen S., verified patient",
"Dr. Sooji Kim, DPM",Podiatrist,"John M., verified patient",
"Dr. Sooji Kim, DPM",Podiatrist,Initials hidden,
"Dr. Sooji Kim, DPM",Podiatrist,"Dennis C., verified patient",
"Dr. Sooji Kim, DPM",Podiatrist,Initials hidden,
"Dr. Sooji Kim, DPM",Podiatrist,"Alexander B., verified patient",
"Dr. Sooji Kim, DPM",Podiatrist,Initials hidden,
"Dr. Sooji Kim, DPM",Podiatrist,"Sally C., verified patient",
"Dr. Sooji Kim, DPM",Podiatrist,"Miriam M., verified patient",
"Dr. Sooji Kim, DPM",Podiatrist,"Lawrence W., verified patient",
"Dr. Sooji Kim, DPM",Podiatrist,"Christine K., verified patient",
"Dr. Sooji Kim, DPM",Podiatrist,"Stuart K., verified patient",
"Dr. Sooji Kim, DPM",Podiatrist,"Yahui K., verified patient",
"Dr. Sooji Kim, DPM",Podiatrist,"Stuart K., verified patient",
"Dr. Sooji Kim, DPM",Podiatrist,Initials hidden,
"Dr. Sooji Kim, DPM",Podiatrist,"Alexander C., verified patient",
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Morgan M., verified patient",Small scheduling conflict but Dr. Abatemarco was very accommodating and worth the wait.
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Jennifer S., verified patient",I was very happy with Doctor Abatemarco great visit she helped me my foot no longer hurts. The office was clean she was so nice and made me comfortable. 
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Vance D., verified patient",
"Dr. Audrey Abatemarco, DPM",Podiatrist,Initials hidden,
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Celeste H., verified patient",
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Sungwon M., verified patient","SHE IS AMAZING. So thorough, communicative, and warm. I wish many more doctors were like her!"
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Averil C., verified patient",Very attentive Doctor. The follow up and concern was awesome. the office staff was very helpful.
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Stefferny H., verified patient",It was spectacular. She was hands on and really made me feel comfortable. 
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Allison M., verified patient",
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Christina R., verified patient",Excellent! 
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Stephen L., verified patient","Sweetest, most caring doc I've encountered for a while and even agreed to stay late to help me out! Highly recommended "
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Ariana M., verified patient",You were the only Podiatrist that took the time to sit down with me and actually give me a proper look and put me in a walking boot that two other doctors neglected to do. 
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Lucy B., verified patient","Unable to contact the doctor after my appointment and 3 days later still waiting for a prescription!
"
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Mike L., verified patient","Wonderful doc, and human!"
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Liza C., verified patient",Dr Abatemarco was very nice. She did a thorough exam and was able to tell me many things i didn't know. She was very informative and gave me different treatment options which I appreciated
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Gabriel Y., verified patient","I've gone to Dr. A multiple times. She is incredibly considerate and communicative. She explained what was wrong, but didn't treat me like a child. She also asked at every step if I had any questions. She is the best doctor I've ever had, podiatry or otherwise."
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Ashley H., verified patient","Dr. Audrey was fantastic, and went above and beyond what was expected. "
"Dr. Audrey Abatemarco, DPM",Podiatrist,Initials hidden,"She was very helpful in explaining my condition, and she doesn't rush the appointment."
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Reema S., verified patient","Dr. Audrey was incredibly thorough, courteous and provided an immediate action plan to help deal with my symptoms. She is very knowledgable in her field and makes herself available via text message, if necessary, something I wish more physicians did. I enthusiastically recommend Dr. Audrey to anyone with podiatric issues."
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Nicole V., verified patient",Dr. Abatemarco is professional and easy going.  She provided excellent care and communicates very well with her patients.  I recommend her highly.
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Joshua D., verified patient","Dr. Audrey and her team is the absolute best! They're responsive, skilled, and best of all, courteous and cautionary. Up-to-date analysis and care—seriously, make her your primary podiatrist."
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Judy S., verified patient","Dr Abatemarco was very inquisitive and informative, explaining everything I asked, made great recommendations for other related issues of back pain and pain management."
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Sara R., verified patient",Dr. Abatemarco was very professional and thorough. She didn't rush at all. 
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Letitia H., verified patient","Excellent!  Dr. Abatemarco listened to me, asked clear questions and made a real effort to explain what the problem was and identify the remedies.  Very clear and very helpful.   
Front desk was also helpful."
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Alexis M., verified patient",Excellent doctor with excellent service!! Her service and the receptionist's as well had surpassed what I expected. I would recommend this doctor to everyone!! There was absolutely no wait as well! 
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Emily M., verified patient",
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Renee H., verified patient",Dr. Abatemarco is very thorough in her diagnosis and is excellent at explaining medical conditions and treatment options.  She is an exemplary professional and I am grateful to be under her care.
"Dr. Audrey Abatemarco, DPM",Podiatrist,Initials hidden,"It was great overall. The wait time to see the doctor was pretty long, but the staff at the office was good at keeping me informed throughout the way. Highly recommended! "
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Beverly B., verified patient","VERY, VERY PROFESSIONAL, EXPLAIN EVERYTHING TO ME VERY THOROUGH. IT'S VERY HAD TO FIND A EXCELLENT PODIATRIST."
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Tatiana V., verified patient",Dr.Audrey Abatemarco is nightly professional and possess very nice personality.
"Dr. Audrey Abatemarco, DPM",Podiatrist,Initials hidden,Waited less than 15mins for appointment. The doctor was very nice and extremely instructive and helpful to explain my diagnosis. She seemed to really care about you as a person instead of just another patient passing through. Would recommend.
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Elina V., verified patient",
"Dr. Audrey Abatemarco, DPM",Podiatrist,Initials hidden,This doctor's office was a bit too chaotic for me. The machines didn't work and quite out dated. They just didn't seem like they knew what they were about.
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Constantina P., verified patient","Dr Abatemarco was very thorough, professional, and with a bedside manner from the best I have seen! What a wonderful experience "
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Katlin T., verified patient",
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Erin Nichole J., verified patient",Dr Abatemarco was extremely helpful and even saw me on the weekend. She answered all my questions and was very informative. She also resolved my problem and even gave me her contact info to get in touch after hours if I needed anything. I strongly recommend her. 
"Dr. Audrey Abatemarco, DPM",Podiatrist,Initials hidden,"Time will tell but it sure seem that she knew exactly what is going on with my foot. She gave me 3 options for treatment, which I appreciated. I was able to get an appointment right away and I left feeling optimistic."
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Michael P., verified patient","Great Doctor. Extremely nice and caring, and very knowledgeable. Was seen the minute I walked into the office. Would highly recommend. "
"Dr. Audrey Abatemarco, DPM",Podiatrist,Initials hidden,"Wait was very long (40 min).  Otherwise, she was great."
"Dr. Audrey Abatemarco, DPM",Podiatrist,Initials hidden,Excellent . Friendly.
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Eva R., verified patient",Dr. Abatemarco was very professional and did a thorough history of my ankle injury. It was clear that she had an idea as to the extent of the injury and recommended logical next steps. She also was thorough in her assessment and gave me complete confidence in her practice. 
"Dr. Audrey Abatemarco, DPM",Podiatrist,Initials hidden,
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Stephanie H., verified patient",Dr. Audrey Abatemarco is a very professional and attentive person. She's an expert at biomechanics. She helped me have a treatment plan for my foot pain that I was dealing with for a couple of days. Highly Recommended!!!
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Zainab H., verified patient",
"Dr. Audrey Abatemarco, DPM",Podiatrist,Initials hidden,
"Dr. Audrey Abatemarco, DPM",Podiatrist,Initials hidden,
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Jessica D., verified patient",
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Sharaa I., verified patient",
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Helen P., verified patient",
"Dr. Audrey Abatemarco, DPM",Podiatrist,"Grant K., verified patient",
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor",Initials hidden,I was so greatful that Dr Zheng could see me on the weekend. I needed a prescription refill and because I am using state insurance for the next month I needed a solution to tide me over. I will be seeing Dr Zheng again and I would recommend her! 
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor",Initials hidden,Very professional and was seen fast
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Andres R., verified patient","I had a good experience with Doctor Zheng. The office is very covinent for me, booking appointments is easy and I was in and out in no time. She addressed all my issues and I look forward to following up again."
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Stephen V., verified patient",Dr Zheng is excellent. 
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","David W., verified patient","She was very direct, friendly and personable. Listened attentively and got me in and out of my physical quickly. I’d go see her again if I have the need to. "
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Cecilia C., verified patient","She is my Primary Care Physician and I love her. She's been there for me through countless illnesses, life changes, and important health decisions. I'm very grateful for her professionalism and her personal care. She's the best! "
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Yip-kee Z., verified patient",I think she is pretty knowledgeable!  I've seen her about two times before zocdoc.  Everything is very past pace in the office but I appreciate that she takes the time to answer my questions until I reach an understanding although I don't know if she would if I didn't.  
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Michele T., verified patient","She seems like a competent doctor, just not very interested. I had a physical, including blood work, and they never contacted me to let me know if I was in good health. 
"
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Avinash D., verified patient",She is good listen and takes her time to listen to the problems.
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Alamin D., verified patient","she rushed the entire process, just making it look like she was doing what she was suppose to do."
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Alice M., verified patient",Dr. Zheng was very pleasant and professional. She answered all my questions and did not rush me. Very nice and polite office staff as well. Definitely a good experience! 
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Alain B., verified patient",Excellent visit with low waiting time and pain free when extracting blood.
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Aldo A., verified patient",Dr. Zheng was very chill and professional. I felt comfortable and like I was being listened to.
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor",Initials hidden,
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Cecilia C., verified patient","She's great, smart, professional, friendly and helpful."
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor",Initials hidden,
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Thomas M., verified patient",Great.
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Ivana L., verified patient","She is quick but doesn't rush. the nurses in the chinatown office are extremely nice and patient. The speak cantonese, mandarin and english."
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Rachel R., verified patient","I adore this woman! She is so professional, kind and thorough! "
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor",Initials hidden,"Dr. Zheng was fast, efficient, covered all the bases and the PA was friendly as well. "
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Antoinette D., verified patient",Dr Zheng is a wonderful doctor! I am always comfortable on my visits . Happy I made this choice
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor",Initials hidden,
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Ludgi T., verified patient","I better cheerful greeting i guess it was in yhe morining . She listen to me and i apprecitate
It"
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Patrick C., verified patient",Very good listener and friendly office staff. Noted all concerns and gave referrals as needed. 
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Jing D., verified patient",The doctor and the assistant are very nice.
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor",Initials hidden,I've been seeing Dr Zheng for a few years now. She is easy to get an appointment with and a great doctor. Highly recommended!!
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Wilmer R., verified patient",Dr. Zheng took care of my illness and was very attentive.
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Sabrina H., verified patient",
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Rachel R., verified patient",I love this doctor. One of the kindest souls with great staff and is outrageously smart 
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Harry K., verified patient", I only had to wait a few minutes. She was fully professional and I feel confident that my health was in good hands.
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Priya S., verified patient",She's awesome.
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Ivana L., verified patient",Been to the flushing and Chinatown office - Nurses and doctor are quick and to the point. Tell her all your problems and you will be taken care of!
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Rhonda W., verified patient",It was great! Dr. Zheng and the staff were friendly and effiecient. THANK YOU! 
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor",Initials hidden,
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor",Initials hidden," I came half hour early for my appointment. There are a lot of patients in the office, but I was called in at my scheduled time skipping those without appointments. "
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Rhonda W., verified patient",Very distracted. Seemed to lose interest. Put the wrong foot on the referrals :(
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor",Initials hidden,"clinic smelled of chinese food, a lady was cutting her nails in the waiting room, the bathroom was smelling bad and floor was dirty...pretty low hygene. very generic advices for weight loss. 
"
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Kenny W., verified patient","Went in to get ear wax removed. They didn't have a single tool to remove ear wax because the doctor ""forgot to bring it"" and didn't offer to refund the copay despite my waiting 20 minutes for the appointment and receiving no help."
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Nhut X., verified patient","Doctor Yiziu Zheng was quick, imformative, sweet, and made me feel very comfortable. The front staff was also super nice which is always a plus :) "
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Paul L., verified patient",Dr Zheng is wonderful! She  is now my new prinary doctor.
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Merrily G., verified patient","I like Dr Zheng so much. She is empathetic and kind, and easy to make an appointment with.  I trust her judgement and like her as a person. I highly recommend her as a GP!"
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor",Initials hidden,
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor",Initials hidden,Very thorough and great listener. 
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor",Initials hidden,"The office staff are nice, everything went smoothly, and Dr. Zheng answered my questions and was very nice. "
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor",Initials hidden,I felt rushed and I didn't receive clear answers to my questions because of the language barrier (the staff did not speak English fluently).
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Raymond G., verified patient","Very Thorough and sincere,  great bedside manner.   A+"
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","David L., verified patient",She's the best.
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor",Initials hidden,
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Jeremy R., verified patient",Very pleasant and professional. 
"Dr. Yixiu Zheng, MD","Internist, Primary Care Doctor","Raymond G., verified patient","Honest, sincere, thorough and Intelligent,   A+++ Doctor and highly recomended"
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor",Initials hidden,"Shelly was great (and so was everyone else at the office).  Friendly, straight forward, and laid back."
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Tiffany Y., verified patient",Dr. Shi is very kind and caring.  She takes the time to listen to your questions and provides you with the information you need. 
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Carmen H., verified patient",Dr. Shelly Shi is a super caring and sweet lady. I feel safe with my health in her hands.
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor",Initials hidden,"Very patient, kind employees and the doctor herself as well. Space is very clean and cozy; not crowded with people. 
Pharmacy is very close by. "
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Jonathan S., verified patient","Very professional and efficient!
"
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Maggie Q., verified patient",Great! She thoroughly explained everything and have a very positive attitude!
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor",Initials hidden,The nurse was absolutely horrible it taking blood.  She stuck the needle into my arm and wiggled it around violently for a good 15 seconds.   The receptionist was discussing my confidential information in the waiting room loudly enough for everybody else to here.
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Ivalyn H., verified patient",Awesome doc!
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Rachel B., verified patient",Excellent service and care - beautiful (tho tiny office) with amiable staff.  Would highly recommend!
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor",Initials hidden,
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Iva C., verified patient",great as usual! 
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor",Initials hidden,Great as always
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Angela B., verified patient",The visit was smooth and productive. It was a pleasure to connect with Dr. Shi once again for a follow up visit.
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","David L., verified patient",The experience was very pleasant 
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Amy M., verified patient",Dr. Shi is both intelligent and compassionate. Her staff are kind and helpful.
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Haotian H., verified patient",It's my first time here. Everything went smoothly. Waiting time was less than 10 mins. Shelly and her nurse are nice and patience. They explained to me and did my physical check in a good manner. Clinic is clean and not crowded during my visit.
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Lee S., verified patient",She's the best.
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Caroline P., verified patient",
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor",Initials hidden,"Very good.  Waiting time is about 30min
"
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Maureen E., verified patient","She wasn't very interested in my wants or my history, I wanted more extensive testing and she did very very basic bloodwork didn't get any of the insight I was looking for "
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Emma A., verified patient",It's always a pleasure!
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor",Initials hidden,"Dr. Shi is amazing! Personable, professional and knowledgeable.  I appreciate that she took the time to answer each and every question and concern I had. She is thorough. The Staff were lovely as well and very helpful."
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor",Initials hidden,
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor",Initials hidden,Very unprofessional and unorganized ... didn’t seem like she knew what she was doing and wasn’t clear about anything
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Adrian C., verified patient",Attentive and genial
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Gabrielle F., verified patient",Dr. Shi and her staff were thorough and super friendly. She even contacted me the following week after our appointment to check up on me. Lovely doctor! 
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor",Initials hidden,"Dr. Shi was very pleasant, efficient, and helpful! Would definitely recommend her as a primary care doctor! The office is kept very clean and neat, and the front desk staff are attentive and helpful. All around a great experience. "
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Cristy-lucie A., verified patient",Went for an annual physical in hopes that she would become my primary care. She put me at ease about any concerns I had and I look forward to seeing her again for a more substantial visit. Staff was very competent and efficient. 
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Joanna K., verified patient","Shelly Shi, her nurse and receptionist were all friendly, helpful and clear. "
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Kelsey G., verified patient",She’s amazing as always ! Always makes me feel like I’m in good hands. 
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor",Initials hidden,"Very pleasant experience. Calm, professional, and kind."
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Healani C., verified patient",A really great experience both from the office staff and from the doctor. Thank you for actually trying to help your patients and following through!
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor",Initials hidden,Very clean. Great bedside manner. Precise and clean nurse during vitals and blood work session. No wait time. Office had steady flow of patients. Didn’t see walk ins. Very clean bathrooms for urine work. 
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Daniel T., verified patient",Excellent service!
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Nim L., verified patient",not getting what I visit for??
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Diana E., verified patient",i wanna thank dr shi for seeing me on a short notice nice clean place good environment the nurses and the receptionist was very welcoming thank u for excellent seevice 
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Alex I., verified patient",
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Tristan L., verified patient","Doctor was very nice and informed and her staff was extremely helpful, kind and knowledgeable. Making Dr Shi my primary now."
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor",Initials hidden,
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Denise R., verified patient","It was the best experience. Everyone that I came in contact with the staff, the nurse and Dr. Shelly Shi were very professional and attentive. She listened to my concerns and I did not feel rushed. I am very grateful for the overall experience. "
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Darren J., verified patient",
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Xavier P., verified patient",She was great! Very patient and knew exactly what I needed.
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Joseph D., verified patient",I arrived early and was seen early I was taken good care of and given all the prescriptions needed for my asthma. The only complaint is that I didn't recieve a nebulizer treatment while there and really needed one
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor",Initials hidden,It was reassuring
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Casey H., verified patient",
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Ephrate B., verified patient",Very nice and professional Doctor and team. 
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Maria Chernel F., verified patient","Dr. Shelly was really nice. Addressed my concerns, give me some good advice and everyone in the office was great as well. I was in and out. So quick! Thank you!"
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor",Initials hidden,"Dr. Shi is great. This is the 2nd time I've been there where the wait was almost an hour though, and the receptionist was clearly overwhelmed."
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor","Deniz E., verified patient",Dr. Shi has always been great! You should go. I've been going for 6 years. 
"Dr. Shelly Shi, MD","Internist, Primary Care Doctor",Initials hidden,Highly Recommended !
"Dr. Loren Buonocore, DMD","Pediatric Dentist, Dentist","Shareen B., verified patient","Love the modern and clean office. Really appreciate the caring attendees and their willingness to support making it a pleasant experience for my baby and for me. 
"
