doctor,doctor_type,name,text
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Robert S., verified patient",Very professional and strategic.. Nurses and staff were very friendly and accommodating as well. 
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Thomas F., verified patient",
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Jose E., verified patient",Great staff. Highly recommend Dr. Gandelman. Glad to know I can count on him for medical advice. 
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Rich G., verified patient",
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist",Initials hidden,"They don't accept insurance for travel vaccines, even though my insurance covers all of it. They didn't think to let me know until the morning of my appointment and didn't think to leave a message or maybe try calling again when I didn't answer. "
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist",Initials hidden,"All who cared for me were very pleasant.  Dr. Gandelman was very generous with his time, clear in his analysis and gave me great confidence that he was knowledgeable and interested in finding the right treatment approach.  I would definitely recommend him."
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Stephanie P., verified patient",
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","George H., verified patient",High degree of precision.
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Chuck T., verified patient",This was my first visit with this Doctor. I was thoroughly impressed with both him and the staffers in his office. 
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Stephen P., verified patient",Excellent. The doctor is thorough and always inspires confidence. 
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist",Initials hidden,Extremely thoughtful and comprehensive.  Much appreciated.
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","James C., verified patient",Everything went smoothly girls in office were professional and very nice and the doctor was extremely helpful and we'll organized will recommend  
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Dumar P., verified patient",Very professional and patient. Excellent doctor!
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Fred G., verified patient",Visit was informative.
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Carol V., verified patient",Wish he could be my gp
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist",Initials hidden,Dr. Gandelman was fantastic. He took the time to explain things and ensure that I was comfortable with the plan and the steps we took. Highly recommend him.
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Donna N., verified patient","very reassuring cardiologist
informative and caring
great staff"
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Patricia S., verified patient",He is fantastic I alway feel that he really cares about me and that is the bottom line.
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Alexandra V., verified patient","Dr. Gandelman, is well mannered, and very professional.  Takes time to answer all my questions.  I did not feel rushed at all."
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Doug J., verified patient","Dr Gandelman is great.  Just great.  Expert, reassuring, explains clearly and in easy to understand terms.  He is great."
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Joe F., verified patient","One of the most professional, courteous doctors I have ever known. I honestly believe he is genuinely concerned about my health. Very thorough, doesn't rush, explains things clearly. A truly compassionate doctor."
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Steve S, verified patient",Dr Gandelman is an excellent professional and his staff is terrific
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Stephanie P., verified patient",
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Mark C., verified patient",Got right to it.  We discussed what I was being treated for.  He wrote me a prescription.  I was out in 10 minutes.  
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist",Initials hidden,
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Janet S., verified patient",Very nice very relaxed with him and that's tough for me I'm not comfy with many doctors ??
"Dr. Glenn Gandelman, MD, FACC, MPH","Cardiologist, Internist","Michel L., verified patient",Excellent & very professional I had a good experience that make me feel special ????????????????
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,Efficient
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist","Amal L., verified patient",
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,My son and his mother spoke very highly of the Doctor - a person who really cares on the progress of his patient. 
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,He was very judgmental and preached his lifestyle as the only way
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,The. Best. 
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,"Excellent - thoughtful, considerate, professional, helpful, attentive and a good listener. Wait time was quick, and communication was handled professionally. I will certainly return."
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,Dr. Gadh is great and he points out something about me my previous phychiastrists hadn't mentioned before. I will look into it. 
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,"Great doctor but doesn't take insurance, however he does give you a form to get reimbursed for the visit. "
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,Brilliant. Just brilliant. 
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,Dr. Gadh doesn't care about treating you. He's just out to make money. Will put you on all types of drugs other psychiatrists wouldn't touch so you have to go back to him constantly to get prescriptions. 
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,GREAT DOCTOR.
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,"He asks great questions, often things I wouldn't have thought of.  He is very insightful, calming, and comfortable experience every visit.  I highly recommend!"
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,"Quite helpful and understanding, a very positive experience."
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,My visit with Sudhir Gadh went exceptionally well and we were able to meet the following day that I booked the appointment.  He saved me a trip down to Pennsylvania while I was in NY and effectively wrote the prescription I required.
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Sudhir Gadh, MD","Psychiatrist, Psychotherapist",Initials hidden,
"Dr. Lauren Weber, DO",Family Physician,"MP, verified patient",Easy to find. Very nice staff.
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Ryan B., verified patient",Appointments are always on time. The staff is always polite and pleasant. Dr Bailyn is always professional and helpful.
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor",Initials hidden,Very easy going and has a relaxed bedside manner. I am usually seen right away for appointments. 
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Andrew S., verified patient","Very nice ,professional  covers everything on a yearly health check up"
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor",Initials hidden,He took the time to go over and explain  all my questions from my test results. 
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Karl F., verified patient","Explained things in a way I could understand, saw me right away, listened to what I had to say"
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Omid E., verified patient",Excellent support and really friend doctor. Really quick in and out. I was out of the office in 20 minutes!
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor",Initials hidden,wonderful : ) 
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Trevor E., verified patient","Great doctor! Takes a modern approach, integrating more technology. That's good for me and the entire healthcare system. We need more people like Dr. Bailyn."
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Jerome P., verified patient",Dr. Bailyn has been my doctor for several years. Always a great visit!
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor",Initials hidden,2 thumbs up!
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Christine H., verified patient",I love Doctor Bailyn. He shows genuine concern for his patients! 
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor",Initials hidden,Not satisfied with the depth of diagnosis
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Alexander T., verified patient",Personable and very knowledgable. Couldn't recommend him enough.
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor",Initials hidden,I visited dr Bailyn for a medical exam. The overall experience was good. He had a very friendly and professional approach. Made sure that everything was clear to me. I can recommend him and his team. 
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Angel R., verified patient",Very thorough with his questions and suggested a solution in the future if what he prescribed doesn’t heal me.
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Zed B., verified patient",I had a physical examination with the nurse practitioner. Great bedside manner and saw me promptly even though I was half an hour early to my appointment.
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Jonathan B., verified patient","Fast, Professional, and Convenient !"
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Frank L., verified patient",Dr. Bailyn & his staff always provide excellent and professional service and I would highly recommend him!
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor",Initials hidden,"Easy, fast, and professional. All in all 10/10 when I went in for a physical and blood work. "
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Kelsey G., verified patient",dr bailyn is easy to talk to and relate to- he explains things well and answers all my questions (even the silly/hypochondriac-esc ones).
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor",Initials hidden,
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor",Initials hidden,Dr. Bailyn is always friendly and personable. The check-in process and seamless and wait time very short.
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor",Initials hidden,I was seen by Dr. Bailyns nurse practitioner who was not very helpful at all. She seemed in a rush and not very knowledgeable. I didn’t even get to see Dr. Bailyn at all. 
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Dana N., verified patient",I originally found Dr. Bailyn on zocdoc and have continued to see him for several years.  He takes the time to make sure your concerns are heard and is very down to earth.  Highly recommended!
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Timothy D., verified patient",Dr. Bailyn is one of those doctors who's a doctor because he cares about people. I cannot recommend enough. 
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Ivette D., verified patient",
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Tyre N., verified patient",It was great. I felt like I was in good hands and can't wait to come back again!
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Keisha T., verified patient",I have been a patient of Dr. Bailyn for  5+ years and the service is always great. The nurses and office staff are always very pleasant and friendly. 
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Clinton V., verified patient",Dr. Bailyln was great! Very personable and answered any questions I had. Would definitely recommend.
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Christopher S., verified patient","Dr. Bailyn was attentive and knowledgeable. After listening to my symptoms, he walked through his reasoning on why it could or couldn't be different things, and next steps. Came away happy with my choice to visit him. "
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Joseph C., verified patient",Informative and professional-refreshing!
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Jess N., verified patient",Great visit. Good listener and extremely helpful.
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Gerardo P., verified patient","This was my second annual Physical with Dr. Bailyn, and I will definitely go for my 3rd next year. He was extremely personable and very sympathetic to all my concerns, I would highly recommend him to new patients."
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Richard S., verified patient","The office staff is friendly, cooperative, and efficient. And Dr. Bailyn spends as much time with me as I need. I'm very happy I've finally found one I respect and enjoy seeing."
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Robert M., verified patient",
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","David R., verified patient",Overall pretty good!
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Genesis S., verified patient",I really like Dr. Bailyn and his staff. They are very organized and friendly and make you feel comfortable and at ease. I feel like I can openly express my concerns about my health and they'll listen and take note. I highly recommend this practice! 
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Jacquelin P., verified patient",Great doctor and staff. In and out quickly. Very informative. 
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor",Initials hidden,I have been seeing this doctor for three years; consistently excellent care from the whole office — from splinters to stress management!
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Nicole C., verified patient",Very helpful - gave a lot of helpful advice based on my medical history and current concerns. I'd definitely recommend!
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor",Initials hidden,Very professional and kind
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Edward C., verified patient",Knowledgeable and friendly. 
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Richard W., verified patient",Very efficient and professional 
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Ellen B., verified patient",Dr. Bailyn has been my Primary Doctor for many years.  I think that says it all.
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor",Initials hidden,Excellent as always. 
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Frank L., verified patient",Dr. Bailyn & his staff always provide excellent service and assistance!
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Oksana S., verified patient","The nurse practitioner, Danielle, was great as so was the medical assistant Angelika. The front desk staff- not so much. Rather rude. "
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Hernan C., verified patient",Dr. Bailyn and his staff are very personable and efficient. He asks the right questions and makes you feel comfortable. I strongly recommend him.
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Ryan A., verified patient",Very friendly and informative 
"Dr. Douglas Bailyn, MD","Internist, Primary Care Doctor","Genesis S., verified patient","I really enjoyed visiting Dr. Bailyn and his staff. Both the receptionist and the nurse who I met with were both really friendly, very helpful and put me at ease. The appointment was quick, informative and I will likely return to this office.  "
"Dr. Richard Rosenbluth, MD",Oncologist,"MH, verified patient",Dr. Rosenbluth understood the complex nature of my medical problems and was able to address them in a way that no other pain management physician could.
"Dr. Richard Rosenbluth, MD",Oncologist,"LS, verified patient",Great. Doctor awesome!
"Dr. Richard Rosenbluth, MD",Oncologist,"JR, verified patient","Everyone, from the doctor to the receptionist are kind, courteous, informative and helpful. I wouldn't go anywhere else!"
"Dr. Richard Rosenbluth, MD",Oncologist,"SB, verified patient",Excellent
"Dr. Richard Rosenbluth, MD",Oncologist,"AN, verified patient",Office staff was very friendly.
"Dr. Richard Rosenbluth, MD",Oncologist,"LA, verified patient",
"Dr. Sharyn Lewin, MD",Gynecologic Oncologist,"AM, verified patient",Very professional and informative. Everyone has a genuine care for the patient and extremely caring. 
"Dr. Sharyn Lewin, MD",Gynecologic Oncologist,"AM, verified patient",Always very pleasant and satisfactory.
"Dr. Sharyn Lewin, MD",Gynecologic Oncologist,"CL, verified patient",Nice & quick.
"Dr. Sharyn Lewin, MD",Gynecologic Oncologist,"BN, verified patient",Visit went smoothly and was informative.
"Dr. Sharyn Lewin, MD",Gynecologic Oncologist,"MD, verified patient",The doctors & staff here are absolutely amazing! Dr. Lewin saved my life & I would recommend her & her wonderful team to anyone looking for a gynecologist. Everyone here makes me feel welcome. It's like visiting family! Love it here! I cannot say enough great things about this team!
"Dr. Sharyn Lewin, MD",Gynecologic Oncologist,"HN, verified patient",Very good
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Michael B., verified patient",Very courteous and knowledgeable.  Fixed me up right away!  Thank you Dr. Mohrmann!
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Karsten C., verified patient",Dr Mohrmann saw my son right away and had a great bedside manner with both of us.  They quickly X-rayed my son's ankle and diagnosed his fracture.  We received all of this plus crutches and a very comfortable boot within 25 minutes. A pleasant experience all around.
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Dong Eun S., verified patient","I was a little worried after reading some negative reviews, but he was great in every possible way during my visit. I'd definitely recommend him!"
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Sasitorn I., verified patient",
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon",Initials hidden,"Very professional, answered all my questions."
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Woo Young K., verified patient",
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Harvey C., verified patient",Excellent 
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon",Initials hidden,
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Ashley D., verified patient","Dr. Mohrmann is always prompt, pleasant, and knowledgeable. Highly recommend."
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Aasim S., verified patient","Dr. Mohrmann was very nice, efficient, and helpful. He made me feel comfortable and gave excellent care. Would recommend."
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Mercedes C., verified patient","Amazing! Great team. I arrived early and was seen in a very timely matter. Began treatment right away, with my follow up appointment already set. Looking forward to going back and getting to the root of my problem!  Very satifised. "
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Rachellle N., verified patient",Amazing he treated my pained offered OT and explain my pain .. I give him 10 stars 
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Mayer G., verified patient",Dr. Mohrmann is a great doctor and all his staff are lovely people.
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Yang X., verified patient",
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Stacie C., verified patient",
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Kimberly K., verified patient",He was excellent.  Would recommend anyone who needs an ortho to see him.
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","David P., verified patient",He was great and helpful. 
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Ross G., verified patient",Very quick and responsive! Everyone I met with was very helpful and friendly.
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Joan D., verified patient",Dr. Mohrmann and his staff were wonderful!
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","J P, verified patient",Very pleasant doctor & staff. 
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Patrick I., verified patient","Had the benefit of an on-premises x-ray diagnosis that confirmed the latest condition of a wrist injury that had been in a cast for a month resulting in a conservative PT approach. Have been making good progress with the doctor's treatment approach.




"
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Tara A., verified patient",
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Lara W., verified patient","Fast and efficient.  This was the 4th doctor I had seen since my wrist was broken and this doctor did not make me feel paranoid about not having surgery.
"
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Susan Y., verified patient","It was a great experience. I went in with a broken finger. He answered all of my questions and concerns, explained the break to me, and had me fitted immediately with a splint and it's already starting to feel better than before. So, all round a great experience."
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Samantha B., verified patient",I have seen him twice now for two different accidents and he is extremely knowledgeable. He did a surgery on my thumb 2 years ago and when I recently injured my finger I looked him up again because I know he is the best 
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon",Initials hidden,
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Christopher C., verified patient","I was seen by the receptionist upon arrival and was called into the room quickly then seen by the doctor almost immediately.  I was actually out of the office within a half an hour and that was with removing my cast and X-rays.
Always professional! "
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Padmanabhan R., verified patient",Went for a followup after a suggested MRI was done. Prior treatment from Dr Mohrmann seems to have cured my issues. Excellent practise.
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Padmanabhan R., verified patient","Very short wait used doing the paperwork. Very professional environment, friendly and competent staff, and all the equipment needed to make a diagnosis and start treatment. Dr. Mohrmann was quick to identify and treat the issues I had, and his support staff took care of the rest."
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","John P., verified patient",he addressed  the issues
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Jennifer A., verified patient",Amazing!!!
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Linda M., verified patient",Dr. Mohrmann and staff was very attentive and courteous. They answered all of my questions and delivered the best treatment. I highly recommend him.
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Samantha Z., verified patient",office staff is extremely helpful and attentive. I've had bilateral carpal and cubital tunnel and I've been getting a great treatment plan with medical equipment and occupational therapy.
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Nykeba C., verified patient",Amazing treatment from Dr. Mohrmann. He was very kind and knowledgeable. 
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Mayer G., verified patient",Excellent Doctor 
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Celeste G., verified patient",Everything was great and professional but have been requesting materials / exercises for 2 weeks and cant get anyone on call or call back.
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon",Initials hidden,
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon",Initials hidden,
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon",Initials hidden,The entire staff was very friendly and welcoming.  I felt very comfortable and confident in that they will be able to fix my injury.  The x-rays and diagnosis were very quick and to the point.  I have to undergo surgery so this is the extent of my current experience.
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Jesse S., verified patient",
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Emily M., verified patient","While Dr. Mohrmann is a bit clinical in tone, he's very clear and was incredibly knowledgable.  He explained in perfectly confident detail what was going on with my hand (I had a slightly torn tendon).  "
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Paul J., verified patient",Excellent service. Same day appointment. No hassle and courteous. Professional and great bedside manner.
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Darryl P., verified patient","The staff was warm and receptive, very helpful. Everything was exceptional. "
"Dr. Mark Mohrmann, MD","Hand Surgeon, Orthopedic Surgeon","Olamide N., verified patient",The visit was informative and friendly. He didn't seem rushed to leave and heard all of my concerns. Went above and beyond. Exactly what I want from a doctor visit and I'll be returning!
