doctor,doctor_type,name,text
"Dr. Aaron Savedoff, MD",Psychiatrist,Initials hidden,
"Dr. Aaron Savedoff, MD",Psychiatrist,Initials hidden,
"Dr. Aaron Savedoff, MD",Psychiatrist,Initials hidden,
"Dr. Bradley Glodny, MD",Dermatologist,"Olivia C., verified patient","Great experience. Dr. Glodny was very professional and explained everything thoroughly. 

Highly recommend!"
"Dr. Bradley Glodny, MD",Dermatologist,"Anthony S., verified patient",
"Dr. Bradley Glodny, MD",Dermatologist,"Teymour S., verified patient","My visit with Dr. Glodny was a great experience. Both the Doctor and his staff were extremely friendly, professional, and helpful. Moreover, the office is beautiful and well-run. "
"Dr. Bradley Glodny, MD",Dermatologist,"Matthew W., verified patient",Amazing Doctor! Definitely recommend to anyone who needs a really nice and compassionate doctor. 
"Dr. Bradley Glodny, MD",Dermatologist,"Patrick A., verified patient",He is very knowledgable about his practice and is open to questions and inquiries. His prescribed treatments work and his professionalism and candor are very well received. 
"Dr. Bradley Glodny, MD",Dermatologist,"David S., verified patient",Took his time and made sure to ask multiple times if I had questions. Great chairside. 
"Dr. Bradley Glodny, MD",Dermatologist,Initials hidden,"There was little wait to see Dr Glodny. The staff was friendly and helpful. 
Dr Glodny was attentive and made sure that I understood all steps and procedures. I never felt rushed and the office called me the following day to check-up.  A wonderful practice!"
"Dr. Bradley Glodny, MD",Dermatologist,"Thomas F., verified patient",They saw me early and everything was great.  All my questions were answered and the doctor spent extra time speaking with me.  Never felt rushed at all like I have at some other doctors. 
"Dr. Bradley Glodny, MD",Dermatologist,Initials hidden,
"Dr. Bradley Glodny, MD",Dermatologist,"Nora K., verified patient","This office is wonderful! Everyone is super friendly and I've never had to wait. Dr. Glodny is incredibly thorough, explains everything, and is friendly."
"Dr. Bradley Glodny, MD",Dermatologist,"Alaa K., verified patient","Recommended !
"
"Dr. Bradley Glodny, MD",Dermatologist,"Chris D., verified patient","Dr. Glodny was kind, knowledgeable, and competent. I couldn't be happier with how the experience went. "
"Dr. Bradley Glodny, MD",Dermatologist,"Tehsin A., verified patient","The best doctor I've ever had, I'm not kidding!
"
"Dr. Bradley Glodny, MD",Dermatologist,Initials hidden,It was a lot better than I was expecting. I knew part of my problem was due to my own picking and was embarrassed and afraid of judgement but he was very understanding and provided good guidance. 
"Dr. Bradley Glodny, MD",Dermatologist,"Jeaninne T., verified patient","Good location, nice facility and wonderful Droctor. Will definitely return if needed."
"Dr. Bradley Glodny, MD",Dermatologist,Initials hidden,
"Dr. Bradley Glodny, MD",Dermatologist,Initials hidden,"Amazing doctor-- took time and explained everything, very available and helpful."
"Dr. Bradley Glodny, MD",Dermatologist,Initials hidden,Great experience!  Will definitely be returning.
"Dr. Bradley Glodny, MD",Dermatologist,"Garin M., verified patient",Professional and to the point. Highly recommended. 
"Dr. Bradley Glodny, MD",Dermatologist,Initials hidden,"Amazing doctor, who took the time to answer all my questions, and gave thorough answers rather than brushing them off-- cannot recommend enough!  "
"Dr. Bradley Glodny, MD",Dermatologist,"Ankit V., verified patient","Fantastic. To the point.
Prescribed meds worked like charm.
Followed the advice as described by him. Worked!
Very patient and polite."
"Dr. Bradley Glodny, MD",Dermatologist,"Yara E., verified patient","He was great, very friendly and professional and walked me through everything and made sure I was comfortable with what we were going to do. They are very accommodating and I never wait very long. "
"Dr. Bradley Glodny, MD",Dermatologist,"Aaron B., verified patient",Left in my underwear waiting for the doctor for 50 minutes.
"Dr. Bradley Glodny, MD",Dermatologist,"Kathleen J., verified patient",Dr. Glodny was great! I went to him while visit NY and he was really nice & understanding. He did good follow-up! Hes my new dermatologist while I live here! 
"Dr. Bradley Glodny, MD",Dermatologist,"Brian S., verified patient",Very professional and knowledgeable! 
"Dr. Bradley Glodny, MD",Dermatologist,Initials hidden,"Kind, knowledgeable, and efficient.  Highly recommended."
"Dr. Bradley Glodny, MD",Dermatologist,"Kalim A., verified patient",Very professional. The office is clean and beautiful. Nice staff...a breeze!
"Dr. Bradley Glodny, MD",Dermatologist,"G Bernard G., verified patient",Always very professional and quick treatments
"Dr. Bradley Glodny, MD",Dermatologist,"Veronika K., verified patient",Fabulous doctor ! Absolutely trust him !!!
"Dr. Bradley Glodny, MD",Dermatologist,Initials hidden,Dr. Glodny was great! I loved the experience and he addressed my health concern thoroughly. 
"Dr. Bradley Glodny, MD",Dermatologist,"Olivia F., verified patient",This is the best dermatologist office ive ever been to. Everyone is wonderful and ive never waited more than two minutes to be seen. Thank you! I couldn't recomend a better dermatologist! 
"Dr. Bradley Glodny, MD",Dermatologist,Initials hidden,Super friendly doctor and super efficient. He took the time to ask questions about my previous acne treatments and also provided alternative options if I was interested. The office was very clean and modern. Very happy with my first visit. Would highly recommend. 
"Dr. Bradley Glodny, MD",Dermatologist,Initials hidden,"Efficient, organized, thorough, polite."
"Dr. Bradley Glodny, MD",Dermatologist,"Yelena K., verified patient","Dr. Bradley Glodny is excellent. He is friendly, thorough and personal. He took time to answer all my questions and explained everything what was going on. The office is very modern and clean. My best experience at a dermatologist so far. I will definitely be going back!"
"Dr. Bradley Glodny, MD",Dermatologist,Initials hidden,Very professional and thorough. Grateful for their staff. 
"Dr. Bradley Glodny, MD",Dermatologist,"Eric B., verified patient","Professional, friendly, and communicative. All around a positive experience."
"Dr. Bradley Glodny, MD",Dermatologist,"Jason F., verified patient","He was incredibly professional and took plenty of time to answer all of your questions. 

Great experience!"
"Dr. Bradley Glodny, MD",Dermatologist,"Hilary S., verified patient",Beautiful space. No wait time. Great service. Highly recommend! 
"Dr. Bradley Glodny, MD",Dermatologist,"Olivia F., verified patient","Great Dr, great office! "
"Dr. Bradley Glodny, MD",Dermatologist,"Anthony D., verified patient",Very thorough and knowledgeable.  Also referred me to 2 physicians to help me with my condition.
"Dr. Bradley Glodny, MD",Dermatologist,"Conner C., verified patient",Everything was good about the visit.  I was in and out quickly with a prescription and a comeback appointment.  Dr Glodny was knowledgeable and helpful with my concerns. 
"Dr. Bradley Glodny, MD",Dermatologist,"Sam M., verified patient",Dr. Glodny was very friendly and did a great job of explaining my ailment to me. 
"Dr. Bradley Glodny, MD",Dermatologist,"Matthew B., verified patient","I was running late and called to let Dr. Glodny's office know, they were very polite and helpful. Despite being late to my appointment, I was still seen very quickly. Dr. Glodny was very friendly and professional, I'd definitely recommend!"
"Dr. Bradley Glodny, MD",Dermatologist,Initials hidden,Great bedside manner - was very patient with a patient who was very nervous about being at the dermatologist. 
"Dr. Bradley Glodny, MD",Dermatologist,Initials hidden,
"Dr. Bradley Glodny, MD",Dermatologist,"Yelena K., verified patient",Very pleasant experience. The office is very modern and clean. Almost no wait time. The doctor was very professional and knowledgable. Very attentive to my needs. I highly recommend Dr. Glodny and his stuff.
"Dr. Bradley Glodny, MD",Dermatologist,"Brenton H., verified patient",Friendly and easy peasy
"Dr. Bradley Glodny, MD",Dermatologist,"Ugochi A., verified patient",Really nice office and friendly staff. Dr. Glodny really took the time to listen to everything I was saying and applied it to his responses. He was super professional and easy going. This guy knows his stuff! 
"Dr. Bradley Glodny, MD",Dermatologist,"Kelly J., verified patient","Dr. Glodny was punctual, efficient, and presented a clear treatment strategy for my issue."
"Dr. Bradley Glodny, MD",Dermatologist,"Jane E., verified patient",The office is really beautiful and clean. Dr. Glogny had great bedside manner and fully explained my procedure and all of my medication. They also have really convenient office hours.
"Dr. Edward V. Chan, MD",OB-GYN,"Chelsea G., verified patient",Excellent customer service!!
"Dr. Edward V. Chan, MD",OB-GYN,"Hannah W., verified patient","Long wait. But Dr. Chan was incredible. Warm, knowledgable, and patient. "
"Dr. Edward V. Chan, MD",OB-GYN,Initials hidden,Waited over an hour for a annual exams. The other doctor Sheng was kind enough to take me. The women at the front desk were not helpful and were inefficient. If the front desk staff was better I’d recommend but they suck.
"Dr. Edward V. Chan, MD",OB-GYN,"Stephanie P., verified patient","The doctor treated me well, as well as the entire staff. The staff was more than respectful &  helpful. Will visit once again for any future obgyn appointments!  "
"Dr. Edward V. Chan, MD",OB-GYN,"Diana E., verified patient",This place is the best the doctors here are excellent and trustworthy professional 
"Dr. Edward V. Chan, MD",OB-GYN,Initials hidden,
"Dr. Edward V. Chan, MD",OB-GYN,"Elham B., verified patient","I love this clinic , all doctors are excellent and very knowledgeable. I have been going to them for 2 years now and they are the best. "
"Dr. Edward V. Chan, MD",OB-GYN,"Shamika A., verified patient",Professional 
"Dr. Edward V. Chan, MD",OB-GYN,"Shamika A., verified patient",Great doctor ! 
"Dr. Edward V. Chan, MD",OB-GYN,Initials hidden,I am very impressed with this visit. The health provider was very professional and kind. She answered all my questions. 
"Dr. Edward V. Chan, MD",OB-GYN,"Shannon R., verified patient",
"Dr. Edward V. Chan, MD",OB-GYN,"Stephanie U., verified patient","The doctor himself is so personable. You instantly are able to tell he's a great doctor and he's funny,too!"
"Dr. Edward V. Chan, MD",OB-GYN,"Dominica L., verified patient",Awesome 
"Dr. Edward V. Chan, MD",OB-GYN,"Anna S., verified patient","Such a great doctor. Came in for a test on Sunday, but I'll be coming back for all my future visits. Very competent, communicative, and reassuring. "
"Dr. Edward V. Chan, MD",OB-GYN,Initials hidden,
"Dr. Edward V. Chan, MD",OB-GYN,"Kathryn T., verified patient",Dr. Chan was very nice and professional. He listened to my concerns and was very down to earth. I would definitely recommend going to this doctor. 
"Dr. Edward V. Chan, MD",OB-GYN,Initials hidden,Was seen on time. Appointment was straightforward and efficient. Super helpful advisement. Happy to book here again!
"Dr. Edward V. Chan, MD",OB-GYN,"Ebony D., verified patient","Very very fast and clean, staff was very helpful. "
"Dr. Edward V. Chan, MD",OB-GYN,"Jovana D., verified patient",He was patient and kind. He Made me feel really comfortable. 
"Dr. Edward V. Chan, MD",OB-GYN,Initials hidden,"The midwife and physician of the office have a great bedside manner. I'm very particular of my providers, but this practice was very clean and professional. I recommend it, and I plan to return."
"Dr. Edward V. Chan, MD",OB-GYN,"Lauren P., verified patient",
"Dr. Edward V. Chan, MD",OB-GYN,"Cynthia S., verified patient",Once the wait is over (which can be long) actually being seen by the doctor is nice. One can tell he has alot of experience. 
"Dr. Edward V. Chan, MD",OB-GYN,"Katheryn C., verified patient",
"Dr. Edward V. Chan, MD",OB-GYN,Initials hidden,
"Dr. Edward V. Chan, MD",OB-GYN,"Jalia M., verified patient",Good
"Dr. Edward V. Chan, MD",OB-GYN,"Shanell G., verified patient","I think Dr. Chan is a nice doctor. He took the time to explain things, and I did not feel rushed. His front desk staff seems to be ok so far."
"Dr. Edward V. Chan, MD",OB-GYN,Initials hidden,Great doctor. It's hard to find a good bedside manner nowadays and this doctor is very professional.
"Dr. Edward V. Chan, MD",OB-GYN,"Sam B., verified patient","Dr. Chan was really knowledgeable, and thorough. He made me feel very comfortable and listened to any questions or concerns that I had. Even though the wait time was a bit long, overall it was a great experience."
"Dr. Edward V. Chan, MD",OB-GYN,"Ruthy M., verified patient","The wait time was long but well worth it. Dr. Chan is a very good doctor, knowledgeable and friendly. He made me feel comfortable and at ease during the check up. I will definitely come back. "
"Dr. Edward V. Chan, MD",OB-GYN,"Asam S., verified patient","Dr. Chan is very efficient and helpful. Even though it was busy, he made sure to address all my concerns during my visit and I did not feel rushed out. The staff was very nice and welcoming. "
