doctor,doctor_type,name,text
"Dr. Josephine Huang, MD","Physiatrist, Acupuncturist","Kristin N., verified patient","great first time visit, will be back!"
"Dr. Josephine Huang, MD","Physiatrist, Acupuncturist","Raquel F., verified patient",Very good. She pinpointed the problem and I received excellent treatment for my pain. 
"Dr. Josephine Huang, MD","Physiatrist, Acupuncturist","Christine K., verified patient",
"Dr. Josephine Huang, MD","Physiatrist, Acupuncturist",Initials hidden,Dr Huang speaks excellent Mandarin. She is very kind and professional. The communication is smooth. I would recommend her to my friends.
"Dr. Josephine Huang, MD","Physiatrist, Acupuncturist","Richard K., verified patient","DR, Huang was competent, broadly skilled and pleasant to speak with. "
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Matt S., verified patient",Amazing and super friendly
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Ashley C., verified patient","Excellent experience all around!
"
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Harriet T., verified patient",
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Kayla H., verified patient","She made conversation and didn’t make me feel “just like another patient”. It was very educational as well and she listened to my concerns. I’d definitely recommend this doctor to anyone looking! :) 

The receptionist was lovely as well!"
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Stephen H., verified patient",
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,Initials hidden,
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Vanessa R., verified patient",
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Hasan R., verified patient",Good experience 
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Liz B., verified patient",Dr. Cercone was wonderful! This was my first eye exam ever and she made me feel very comfortable and explained everything she was doing and testing before she did it. Office was super clean and the staff was very friendly.
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,Initials hidden,"I loved Dr. Cercone! I highly recommend her.  She knew the exact course of treatment to take and listened to every symptom I told her very closely. The whole staff was great, but the wait time was a little high. Perhaps it’s because I was there on a Saturday. "
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,Initials hidden,I would not recommend this doctor or this practice.
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Sarah C., verified patient",
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,Initials hidden,"The visit was fine, but she was visiting multiple other patients at the same time and overall the cleanliness was not what I would expect from a DR  office."
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Janet J., verified patient",I had an Excellent experience and definitely would recommend Dr. CERECONE she's very deligent. She answered all my questions and made me feel at easy and we'll taken care of. 
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Lauren S., verified patient","Dr Cercone was completely flexible with me when an incident rendered the transit system bogged down by multiple hour delays. When I did get to the office, she was completely professional, friendly, and was happy to talk through every question I had."
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Gary D., verified patient","Personable, thorough and knows her stuff 
"
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Deborah B., verified patient","Professional, informed,sympathetic, personable. She was terrific!
Deborah Bernstein, MD"
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Erika S., verified patient","She was friendly, caring, and thorough. "
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,Initials hidden,"It was great! Dr. Cercone was super chill, easy to talk to and totally took care of my issues! Would recommend to a friend!"
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Eric M., verified patient","Awesome! Very knowledgeable, professional, and pleased bed-side manner."
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,Initials hidden,"Lovely doctor, highly recommend. "
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,Initials hidden,"Thorough examination, friendly doctor, and personable staff!"
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Eric M., verified patient","Helpful. Competant. Great bedside manner.
Great at explaining what's going on with your eye, and what to do to get better."
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Rebecca C., verified patient","Dr. Cercone was kind, competent, and helpful. Look forward to my next visit! "
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Kimberly F., verified patient","She was great, easy to speak and quick. I was super nervous and she put me at ease."
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Kylene C., verified patient","The optometrist herself was lovely and provided excellent bedside manner and excellent care during the examination. However, the wait time was long. I was scheduled for 11:00 am and wasn't seen until near noon."
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Nicole S., verified patient","It was great, i got seen right away, she explained every part of the process of getting my new perscription. She made me very comfortable, and my new perscription is perfect! "
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,Initials hidden,
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Nereida V., verified patient",Great experience! Everyone was very helpful and pleasant!
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,Initials hidden,Good optician. A. It slow being seen which was frustrating as tge 1st appt if the day. Also wasnt expecting to lose sight for several hours after one of the eye test drops. 
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Vightligum V., verified patient","Great doctor, great office, great staff. I was in and out in no time despite being late with a prescription for glasses in hand which I was able to get some nifty glasses in their optical shop. So convenient ! "
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,Initials hidden,
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Kelly C., verified patient",
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,Initials hidden,
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Molly S., verified patient",
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,Initials hidden,
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Sara S., verified patient",
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,Initials hidden,
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Sorniel D., verified patient",
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Yann M., verified patient",
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,Initials hidden,
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Patricia P., verified patient",
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Natalia O., verified patient",
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Jessica C., verified patient",
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Jennifer M., verified patient",
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,Initials hidden,
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Olivia D., verified patient",
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,"Sorniel D., verified patient",
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,Initials hidden,
"Dr. Jocelyn Cercone, OD, FAAO",Optometrist,Initials hidden,
"Dr. Milly M. Mui, OD",Optometrist,"Jason A., verified patient","Greatest experience I've ever had and I'm not exaggerating.  Very professional and very nice.  Great sense of humor, made me comfortable through the entire appointment.  Thoroughly examined my eyes and explained all her findings.  Looking forward to getting my new glasses.  "
"Dr. Milly M. Mui, OD",Optometrist,Initials hidden,"Wait time is often long at Dr. Mui's office, but it is always worth it. She has the best bedside manner of any provider I've ever visited. Very willing to answer questions, provide the straight answer, and share her own experience."
"Dr. Milly M. Mui, OD",Optometrist,"Chi C., verified patient","Dr Mui is one of the best doctors I have ever had to see. She is tremendously courteous and professional, and she really takes the time to know her patients. I have referred several friends and colleagues to her and they are really happy to be her patients."
"Dr. Milly M. Mui, OD",Optometrist,"Erin S., verified patient",Dr. Mui was AMAZING- SOOO nice and informative. She explained everything she was doing and had a fun bedside manner. Just be forewarned that you could be there for 1.5 hrs-- which was tough for me during a workday. Book appropriately given your schedule.
"Dr. Milly M. Mui, OD",Optometrist,"Brianna L., verified patient","She's great! Super helpful, very friendly and easy to talk to. She understands and truly cares about you."
"Dr. Milly M. Mui, OD",Optometrist,"Fanta K., verified patient","Dr Milly Mui is very personable, like a friend.  Attentive, explains all things clear and answers all questions. Has a great sense of humor too"
"Dr. Milly M. Mui, OD",Optometrist,"Tracy F., verified patient","Love, love, love Dr Mui! She's great. Answered all my questions, was friendly and helpful. Would definitely recommend her to my friends!"
"Dr. Milly M. Mui, OD",Optometrist,Initials hidden,
"Dr. Milly M. Mui, OD",Optometrist,"Tzu Chieh C., verified patient",I wait a bit because I didn't fill out the form before my first visit. Doc. Mui saw me right away after front desk people sort out my insurance.
"Dr. Milly M. Mui, OD",Optometrist,"Shalon J., verified patient","Always courteous, caring and organized! "
"Dr. Milly M. Mui, OD",Optometrist,"Emily M., verified patient",
"Dr. Milly M. Mui, OD",Optometrist,"Maura P., verified patient",Dr. Mui and her staff are the best! 
"Dr. Milly M. Mui, OD",Optometrist,"Xue W., verified patient","this doctor is super professional and nice,she is very nice and check everything very careful,I really trust her and she is very patient!"
"Dr. Milly M. Mui, OD",Optometrist,"Elite C., verified patient",She is awesome and efficient '
"Dr. Milly M. Mui, OD",Optometrist,"Geraldo R., verified patient",she is GREAT
"Dr. Milly M. Mui, OD",Optometrist,Initials hidden,"Dr. Mui was very friendly, thorough, and professional. "
"Dr. Milly M. Mui, OD",Optometrist,Initials hidden,"Dr. Mui did an extensive eye exam, more than I've ever experienced. I felt in great hands and will definitely continue to come back. "
"Dr. Milly M. Mui, OD",Optometrist,"Mary Li H., verified patient","thorough, good explanations"
"Dr. Milly M. Mui, OD",Optometrist,"William L., verified patient",Best eye doctor I've ever seen!
"Dr. Milly M. Mui, OD",Optometrist,"Kaitlin L., verified patient",She is such a nice and funny doctor.
"Dr. Milly M. Mui, OD",Optometrist,"Sara P., verified patient",She is awesome with kids!  Very professional and thorough with the exam.  She didn't rush and was very patient with my young uncooperative daughter.  Highly recommended.
"Dr. Milly M. Mui, OD",Optometrist,"Geraldo R., verified patient","Dr Milly, is a Great Doctor and and a fantastic personality.
Very caring:-)"
"Dr. Milly M. Mui, OD",Optometrist,"Joseph L., verified patient",Very knowledgable and great personality. Explained everything very wel. Would definitely recommend.
"Dr. Milly M. Mui, OD",Optometrist,"Maura P., verified patient","Milly is a great doctor. She's efficient, she's funny, and my appointments with her are always a pleasure. "
"Dr. Milly M. Mui, OD",Optometrist,"Gene T., verified patient",She just awesome!! 
"Dr. Milly M. Mui, OD",Optometrist,"Amy L., verified patient",
"Dr. Milly M. Mui, OD",Optometrist,"Akiva H., verified patient",Office space is on the small side but her bedside manner & staff 5 star
"Dr. Milly M. Mui, OD",Optometrist,"Tara K., verified patient",Dr. Mui was so awesome and made feel really comfortable even though I'm having terrible eye pain and had never had a formal eye exam before. She's also just a sweet and funny person which made the appointment great. Highly recommend her.
"Dr. Milly M. Mui, OD",Optometrist,"Brianna L., verified patient","Such a wonderful doctor! Not only is she personable, she makes you feel super comfortable and is there to answer any questions you may have."
"Dr. Milly M. Mui, OD",Optometrist,"Kristin C., verified patient",
"Dr. Milly M. Mui, OD",Optometrist,"Noelle F., verified patient",She was so kind and took time to explain everything she was doing. I will definitely be using her as my eye doctor from now on!
"Dr. Milly M. Mui, OD",Optometrist,"Patricia H., verified patient","Awesome experience.  Staff are pleasant.  Dr. Mui is professional.  
"
"Dr. Milly M. Mui, OD",Optometrist,Initials hidden,Very detailed and excellent bedside manners! Highly recommend!
"Dr. Milly M. Mui, OD",Optometrist,"Josiah C., verified patient",Very thorough and knowledgeable.  Answers all question with intelligence.  Best eye doctor ever!!!!!!!
"Dr. Milly M. Mui, OD",Optometrist,"La-toya N., verified patient","Dr. Mui is the best optometrist I've ever been to and I've been wearing glasses for over 20 years. She was patient, personable and knowledgeable. I can't recommend her enough!"
"Dr. Milly M. Mui, OD",Optometrist,Initials hidden,
"Dr. Milly M. Mui, OD",Optometrist,"Elizabeth L., verified patient",
"Dr. Milly M. Mui, OD",Optometrist,Initials hidden,
"Dr. Milly M. Mui, OD",Optometrist,Initials hidden,Great as usual! I never have any problems with her office. She's the best!
"Dr. Milly M. Mui, OD",Optometrist,"Mary M., verified patient","Very informative and thorough! She had an excellent bedside manner, and I look forward to seeing her again. "
"Dr. Milly M. Mui, OD",Optometrist,Initials hidden,
"Dr. Milly M. Mui, OD",Optometrist,"Allison L., verified patient",Dr. Mui is wonderful. She explains the eye exam thoroughly. She is amazing and so are her staff. I would recommend anybody to her. 
"Dr. Milly M. Mui, OD",Optometrist,Initials hidden,
"Dr. Milly M. Mui, OD",Optometrist,"Meredith C., verified patient","Dr. Mui is thoughtful and funny. She took great care to explain everything to me and answer my questions. The waiting area is a little small/strange, but Dr. Mui more than made up for it. Definitely recommend!"
"Dr. Milly M. Mui, OD",Optometrist,"Abigail S., verified patient",She is incredibly nice and fun to talk to. Very knowledgeable about her field. 
"Dr. Milly M. Mui, OD",Optometrist,Initials hidden,She's always great. No complaints!
"Dr. Milly M. Mui, OD",Optometrist,"Kaitlin H., verified patient","She is great and funny and helped me get the right prescription in an easy way. She is definitely my new eye doctor, and I'll go back to her again and again and again"
"Dr. Milly M. Mui, OD",Optometrist,"Deborah S., verified patient",
"Dr. Milly M. Mui, OD",Optometrist,"Weslee B., verified patient",She was very kind!
"Dr. Milly M. Mui, OD",Optometrist,"Brit B., verified patient","Very nice, and very thorough. I hadn't been to an optometrist in years but that was no issue. She went out of her way to make sure my plan covered everything, and recommended a different specialist for a medical procedure so that I didn't end up paying out of network."
"Dr. Nicole Sangani, OD",Optometrist,"Mira A., verified patient",
"Dr. Nicole Sangani, OD",Optometrist,"Vincent C., verified patient",Very kind and caring. Very quick too
"Dr. Nicole Sangani, OD",Optometrist,"Stephanie P., verified patient","It was okay, nothing special. They weren't super attentive or super nice, just okay."
"Dr. Nicole Sangani, OD",Optometrist,"Meghan H., verified patient","I had a great visit, no waiting, super profession and informative. Would go back for sure. "
"Dr. Nicole Sangani, OD",Optometrist,"Candice M., verified patient","Nicole was great and addressed my concerns and made me feel very comfortable, as I'm not the biggest fan of eye exams!  "
"Dr. Nicole Sangani, OD",Optometrist,"Juanita A., verified patient","She saw me quickly, was amicable & did a great professional job! The other employees there were also all very friendly and helpful. The place also is a bright and welcoming environment, definitely recommend!"
"Dr. Nicole Sangani, OD",Optometrist,"Maura P., verified patient",Nicole is amazing. And the staff here are amazing too! 
"Dr. Nicole Sangani, OD",Optometrist,"Andrew P., verified patient",Every time I visit it’s always a breeze and everyone there is kind and professional! 
"Dr. Nicole Sangani, OD",Optometrist,"Timothy D., verified patient","Staff was very friendly, Dr Sangani was wonderful! "
"Dr. Nicole Sangani, OD",Optometrist,"Sophie V., verified patient",The doctor was excellent. She convinced me to switch to daily contacts and i'm so happy i did. My eyes feel so much than when i used two week lenses. It was easy to buy a whole supply and i got it guickly. 
"Dr. Nicole Sangani, OD",Optometrist,"Taylor C., verified patient",Dr Sangani is an excellent doctor. She gave an extremely thorough eye exam and kind advice on symptoms and outlook. A specialist in vision therapy. 
"Dr. Nicole Sangani, OD",Optometrist,"Gabriel B., verified patient",
"Dr. Nicole Sangani, OD",Optometrist,"James M., verified patient","I’ve gone to Dr. Sangani for 3 years in a row, she is always very professional and knowledgeable, keeping my best interests in mind. The staff is very nice and helpful as well, always looking to resolve any issues or answer any questions. Highly recommended!"
"Dr. Nicole Sangani, OD",Optometrist,"Samantha R., verified patient","She was good, but I don't appreciate waiting over 30 minutes (PAST MY APPOINTMENT). I showed up 20 minutes early so I could fill out the paper work. Ended up waiting almost an hour, all in all."
"Dr. Nicole Sangani, OD",Optometrist,"Karan B., verified patient",She was friendly and helpful. Would recommend !
"Dr. Nicole Sangani, OD",Optometrist,"Jonathan B., verified patient",Nicole seems to really care about her work. Definitely nice to have a doctor that knows everything there is to know about eyes. She is also really nice!
"Dr. Nicole Sangani, OD",Optometrist,"Jordyn S., verified patient","Dr. Sangini is so kind and thorough. Willing to answer all of my crazy questions, and always respectful and caring."
"Dr. Nicole Sangani, OD",Optometrist,"Jamie C., verified patient",
"Dr. Nicole Sangani, OD",Optometrist,"Jessica F., verified patient",Great personality and very professional.
"Dr. Nicole Sangani, OD",Optometrist,"Chaitanya S., verified patient",She's good and helped in all the possible ways. She must have remembered me Chaitanya.. An excellent doctor in the city.
"Dr. Nicole Sangani, OD",Optometrist,"Udayan G., verified patient",Dr. Sangani was a true professional. She took the time to truly understand my condition and also put me at ease. Her staff were also quite friendly. I'd recommend her to anyone.
"Dr. Nicole Sangani, OD",Optometrist,Initials hidden,Dr. Sangani was very patient and answered my question. She was very nice as well. They were able to split the price of my lenses where I pay half now and half when I drop off my own frames which is more convenient for me.
"Dr. Nicole Sangani, OD",Optometrist,Initials hidden,Awesome with a great staff!!
"Dr. Nicole Sangani, OD",Optometrist,"Rosemary L., verified patient",
"Dr. Nicole Sangani, OD",Optometrist,"Christopher B., verified patient",Super easy and quick appointment. I'm diabetic and they made sure  to dilate my eyes and double check for diabetic issues.
"Dr. Nicole Sangani, OD",Optometrist,"Danae R., verified patient",
"Dr. Nicole Sangani, OD",Optometrist,"Oleksander F., verified patient",
"Dr. Nicole Sangani, OD",Optometrist,"Grant W., verified patient","Great visit, still not a huge fan of eye doctors that push to sell you glasses. Etc, but Nicole was great and very professional. "
"Dr. Nicole Sangani, OD",Optometrist,"Justin R., verified patient","Nicole was through, very friendly, and knowledgeable about my prescription complexities (I have progressive lenses). She also informed what had changed with lens choices in the last five years since I'd had some made (there are improvements). If you go see her, you are in good hands.  "
"Dr. Nicole Sangani, OD",Optometrist,"Lauren C., verified patient",Dr. Sangani is friendly and professional. She was ready to take me as soon as I arrived and was efficient with the exam. Would definitely recommend!
"Dr. Nicole Sangani, OD",Optometrist,Initials hidden,"I thought my visit went really well.
Dr. Nicole Sangani answered all my questions and was thorough. The women who helpe me check-in and pick out my glasses were cordial and helpful.   "
"Dr. Nicole Sangani, OD",Optometrist,"Danelsy G., verified patient",Everyone was so nice and caring and they have great offers and large array of glasses to chose from
"Dr. Nicole Sangani, OD",Optometrist,Initials hidden,"No waiting time,  receptionist was very efficient and the clinic was well kept and clean.  Overall very satisfied with my visit."
"Dr. Nicole Sangani, OD",Optometrist,"Matthew W., verified patient",Would definitely recommend to anyone!
"Dr. Nicole Sangani, OD",Optometrist,"Graham K., verified patient",Watch out for them trying to upsell you on eyewear. 
"Dr. Nicole Sangani, OD",Optometrist,"Jennifer C., verified patient",
"Dr. Nicole Sangani, OD",Optometrist,"Aaron E., verified patient",Incredible 
"Dr. Nicole Sangani, OD",Optometrist,"Angelo S., verified patient",Although I was visited by another doctor the experience was great
"Dr. Nicole Sangani, OD",Optometrist,"Christina U., verified patient",Dr. Sangani was great as always.  Her office staff was attentive and helpful as well.  Will be coming back for future contact lenses fitting for sure!! 
"Dr. Nicole Sangani, OD",Optometrist,"Katherine P., verified patient",This was my first eye exam and she was great and patient! 
"Dr. Nicole Sangani, OD",Optometrist,"Kara T., verified patient",Great visit. Very professional and warm and answered all of the follow-up questions that I had. Very convenient to walk to from my Midtown East office.
"Dr. Nicole Sangani, OD",Optometrist,"Jonathan S., verified patient",She's awesome. Knows her stuff. 
"Dr. Nicole Sangani, OD",Optometrist,"Sasha G., verified patient","Her checkup was thorough, quick, and informative. "
"Dr. Nicole Sangani, OD",Optometrist,"Anand P., verified patient","She is a great ophthalmologist, very professional, answered all my questions and informed me of proactive things I could do to take care of my eyes. "
"Dr. Nicole Sangani, OD",Optometrist,"Scarlet R., verified patient","She was great to my baby...great with kids..very informative to all my questions, office is clean, new and has a little play area for kids. Glasses came within the week as promised "
"Dr. Nicole Sangani, OD",Optometrist,"Christopher B., verified patient","Appointment was quick and easy with minimal wait. Dr. Sangani was very professional, explained everything well, and got me in and out quickly."
"Dr. Nicole Sangani, OD",Optometrist,"Paul C., verified patient","Everyone in the office was accommodating and friendly. Dr. Sangani has a great ""chairside"" manner! She is also prompt and thorough. Although the type of lenses I wanted were not covered by my insurance, we were able to get to a price point that was in my budget.  "
"Dr. Nicole Sangani, OD",Optometrist,"Kayleigh H., verified patient",
"Dr. Nicole Sangani, OD",Optometrist,"Andrew P., verified patient",
"Dr. Nicole Sangani, OD",Optometrist,"Christopher G., verified patient",Very nice staff and very friendly and professional experience. 
"Dr. Amanda Gerrouge, OD",Optometrist,Initials hidden,
"Dr. Meenakashi Gupta, MD","Retina & Vitreous Surgeon, Ophthalmologist","Laura M., verified patient","Dr. Gupta and the entire staff were welcoming, friendly, professional, and helpful. It was one of the most pleasant medical experiences I've ever had. Dr. Gupta answered my questions, and kept me informed about every part of the exam. The technician who did the preliminary tests was excellent as well!"
"Dr. Meenakashi Gupta, MD","Retina & Vitreous Surgeon, Ophthalmologist","Gayle A G., verified patient",Excellent. I hv made another appt. for  a follow up. The doctor has a beautiful manner. 
"Dr. Meenakashi Gupta, MD","Retina & Vitreous Surgeon, Ophthalmologist",Initials hidden,
"Dr. Meenakashi Gupta, MD","Retina & Vitreous Surgeon, Ophthalmologist","Zulma Ivette S., verified patient",Excellent doctor with superb bedside manner.  She conducted a very thorough assessment and exam.  She's very knowledgeable.  I would highly recommend her.  Nice office space and decor.
"Dr. Meenakashi Gupta, MD","Retina & Vitreous Surgeon, Ophthalmologist","Mary M., verified patient","This was my first visit to this practice, and I was very impressed. Punctual, professional and friendly service provided by everyone in the office. I would not hesitate to recommend their services, they were very thorough.
"
