doctor,doctor_type,name,text
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist",Initials hidden,Fantastic experience! Everyone at the office is top notch.
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist",Initials hidden,"I am very happy with Dr. Hosny. He is a very experienced, professional and courteous doctor. "
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist",Initials hidden,"Very pleasant doctor. Excellent, accommodating and professional staff. "
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","Deirdre G., verified patient",
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist",Initials hidden,"The doctor is excellent. Wait was long, but this is probably not his fault as he does not seem to manage his calender."
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","Analisa P., verified patient",
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","Nadia S., verified patient",
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist",Initials hidden,"Dr. Hosny was wonderful. He took his time to go over the results of my tests and gave me multiple options. I felt very comfortable with him. Very experienced, thorough and professional. I would highly recommend Dr. Hosny."
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","Deirdre G., verified patient","I had a great experience with Dr. Hosny. 
He was patient and professional in explaining the procedure he recommended for me. He took time to review my medical history. I felt very taken care of by him and his staff. I would highly recommend him. "
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist",Initials hidden,
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist",Initials hidden,Took one hr and half to see the doctor not good wait time was really long! 
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","Kyungmi L., verified patient","Dr. Hosny is very kind, caring and professional. Great ability to communicate process, treatment, etc.  Everyone in the office is very friendly. 
"
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","Ryan K., verified patient",Dr. Hosny is now my Doctor!  He listens to your issues and moves fast to get you on the road to recovery.  I start physical therapy this week!  Already recommended him to friends.
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","Melissa S., verified patient",The whole office is amazing! Great bedside manner and sweet! Dr Hosny is sensitive to the fact that you are in pain and tries to get things moving as soon as possible to alleviate it! Great experience all around!
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist",Initials hidden,
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","Donna S., verified patient","Dr. Hosny and his P.A., Summer, were informed and professional. I'm looking forward to his diagnosis and recommendation for treatment."
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist",Initials hidden,
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","Bo K., verified patient",
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","T.michael F., verified patient",
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","C C., verified patient",
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","Alexander C., verified patient",
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","Lauren C., verified patient",
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist",Initials hidden,
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","Phillip S., verified patient",
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","Cooper S., verified patient",
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","Laura J., verified patient",
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist",Initials hidden,
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","Alan L., verified patient",
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist",Initials hidden,
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","Laura R., verified patient",
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","Allison H., verified patient",
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist",Initials hidden,
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist","Craig F., verified patient",
"Dr. Amr Ahmed Hosny, MD, MBA","Spine Specialist, Pain Management Specialist",Initials hidden,
"Dr. Ashley Cruz, DC",Chiropractor,Initials hidden,"She us great, although ZocDoc has her listed as in my insurance network and she informed me that she is not. "
"Dr. Ashley Cruz, DC",Chiropractor,"Benjamin R., verified patient",She’s awesome!
"Dr. Ashley Cruz, DC",Chiropractor,"Amanda C., verified patient","She was amazing! I really felt taken care of and listened too! Can’t wait to go back. 
"
"Dr. Ashley Cruz, DC",Chiropractor,"Alyssa P., verified patient","It was such a great experience! She’s efficient, thorough and reassuring. Looking forward to seeing her again. "
"Dr. Ashley Cruz, DC",Chiropractor,Initials hidden,She wasn't  as gentle as other chiropractors with her adjustments. Also her adjustments felt a little rushed. I didn't feel like she took her time with me. 
"Dr. Ashley Cruz, DC",Chiropractor,"Rachel D., verified patient","I have been seeing Ashley Cruz for a few months now and she is absolutely amazing!  She has helped me with my neck and back pain tremendously.  I feel like a new person.  She is so caring, friendly, welcoming and clearly enjoys her work.  I highly recommend her!"
"Dr. Ashley Cruz, DC",Chiropractor,"Marguerite L., verified patient","Dr. Cruz is highly professional, personable, attends to you quickly.  Her bedside manner is excellent. It's wonderful to have a doctor take the time to explain WHY you are having pain and how she is going to fix it. I highly highly HIGHLY recommend Dr. Cruz!"
"Dr. Ashley Cruz, DC",Chiropractor,"Amanda B., verified patient",She was incredibly helpful and knowledgeable.Highly recommend! 
"Dr. Ashley Cruz, DC",Chiropractor,"Carolina G., verified patient",Excellent
"Dr. Ashley Cruz, DC",Chiropractor,"Nick N., verified patient",
"Dr. Ashley Cruz, DC",Chiropractor,"Nicolas T., verified patient",
"Dr. Ashley Cruz, DC",Chiropractor,Initials hidden,She’s amazing!  Knowledgeable and very friendly 
"Dr. Ashley Cruz, DC",Chiropractor,"Rachel D., verified patient","Ashley is so friendly, caring and informative.  I've been seeing her for over a month since I had frequent back and neck pain and she has helped significantly.  She created a realistic treatment plan for me. 
 I'm feeling much better and look forward to my sessions."
"Dr. Ashley Cruz, DC",Chiropractor,"Rowan B., verified patient",Dr. Cruz was very friendly and professional and I left feeling A LOT better than when I walked in. My insurance completely covered it! Definitely recommend!
"Dr. Ashley Cruz, DC",Chiropractor,"Gabrielle B., verified patient","Dr. Cruz is wonderful, incredibly knowledgeable and thoughtful in her approach to helping people. I've had pain in my shoulders and neck for years and she is the first chiropractor to help alleviate the pain and to teach me how to to prevent it in the future."
"Dr. Ashley Cruz, DC",Chiropractor,"Rosailyn R., verified patient","She is so nice, and very helpful. "
"Dr. Ashley Cruz, DC",Chiropractor,"Sarah P., verified patient",
"Dr. Ashley Cruz, DC",Chiropractor,"Aliza V., verified patient",
"Dr. Ashley Cruz, DC",Chiropractor,Initials hidden,
"Dr. Ashley Cruz, DC",Chiropractor,"Rachel S., verified patient",
"Dr. Ashley Cruz, DC",Chiropractor,"Melanie T., verified patient",
"Dr. Ashley Cruz, DC",Chiropractor,Initials hidden,
"Dr. Ashley Cruz, DC",Chiropractor,Initials hidden,
"Dr. Ashley Cruz, DC",Chiropractor,"Amanda M., verified patient",
"Dr. Ashley Cruz, DC",Chiropractor,"Keely H., verified patient",
"Dr. Ashley Cruz, DC",Chiropractor,Initials hidden,
"Dr. Ashley Cruz, DC",Chiropractor,Initials hidden,
"Dr. Ashley Cruz, DC",Chiropractor,Initials hidden,
"Dr. Ashley Cruz, DC",Chiropractor,"Candace B., verified patient",
"Dr. Ashley Cruz, DC",Chiropractor,"Jordan B., verified patient",
"Dr. Ashley Cruz, DC",Chiropractor,Initials hidden,
"Dr. Ashley Cruz, DC",Chiropractor,"Lindsay B., verified patient",
"Dr. Ashley Cruz, DC",Chiropractor,Initials hidden,
"Dr. Ashley Cruz, DC",Chiropractor,"Ashley C., verified patient",
"Dr. Ashley Cruz, DC",Chiropractor,"Hailey B., verified patient",
"Dr. Ashley Cruz, DC",Chiropractor,Initials hidden,
"Dr. Ashley Cruz, DC",Chiropractor,Initials hidden,
"Dr. Ashley Cruz, DC",Chiropractor,Initials hidden,
"Dr. Ashley Cruz, DC",Chiropractor,"Alexa F., verified patient",
"Dr. Ashley Cruz, DC",Chiropractor,"Rolan G., verified patient",
"Dr. Ashley Cruz, DC",Chiropractor,Initials hidden,
"Dr. Ashley Cruz, DC",Chiropractor,"Elizabeth K., verified patient",
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist",Initials hidden,Do not waste your time.
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Maryam W., verified patient","She was able to diagnose my issue that left other PT, general doctors and sports massage therapist baffled. "
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist",Initials hidden,"Amazing, thorough doctor who cares deeply for her patients."
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Sophie T., verified patient",
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Jennifer W., verified patient","Very thorough with analysis of me and in explaining my issues,  as well as path to recovery. High recommend Dr Carter. Many of my colleagues use her and highly recommended her too! Awesome staff that had everything processed before I arrived. "
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist",Initials hidden,"Great doctor, very thorough, clear in her explanations, takes time to listen and answer and propose a treatment. "
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Jonathan L., verified patient","I was in a lot of pain before my visit, and Dr. Carter was able to help diagnose the cause and provide immediate relief and treatment through physical therapy. It made such an amazing difference and great experience!"
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist",Initials hidden,
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","David H., verified patient",She was patient and thorough and made my husband feel comfortable. Her staff were professional and truly helpful 
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Eugenia V., verified patient",
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Anthony D., verified patient",Very good but expensive.
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist",Initials hidden,"I thought it was a nice environment, and I was very happy that I was seen right on time. I liked Dr Carter, she spent a lot of time with me and I feel like seeing her will help me with my current sports related injury. "
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Howard M., verified patient",Dr Carter is an excellent doctor. I have had 2 spinal injections which were expertly performed. And I love her in-office physical therapist. Also terrific. Very nice office staff. 
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Louise A., verified patient",Dr Carter was great and very friendly as were her staff. Would definitely recommend seeing her for any sports related injuries/ pains. Her staff were also great in answering insurance questions 
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Lisa R., verified patient",This was my first visit with Dr.Carter.  She was very kind & listened to everything I had to say.  Dr.Carter did a thorough physical exam as well.  Very easy to talk to.
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist",Initials hidden,I'm really impressed with how much time Doctor Carter spent with me and how thorough how her evaluation was. She is  so friendly and nice. 
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist",Initials hidden,
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Elizabeth P., verified patient",
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Felicia G., verified patient","She truly work with you..

"
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Kelsey W., verified patient",
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Julie H., verified patient","Dr. Carter is a highly intelligent, compassionate, doctor who is an active listener and exceptionally thorough. "
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Tom J., verified patient",Dr. Carter and her staff are professional and friendly. She explains everything in detail. She explained my options and provided me reading materials. Her office is equipped with xray machines which is a positive also. I was very comfortable with the experience and will continue with treatments. 
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Felicia G., verified patient",so far so good..she told me things I didn't hear from others chiro. doc.she was more in detail with info.i needed that and she didn't RUSH... WHICH IS SO IMPORTANT..SO I GIVE HER A 5
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Raquel A., verified patient","My visit was as pleasant as I could have hoped. The staff was friendly, the doctor was running on time and took the time to listen and check thoroughly. "
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Ana M., verified patient","Great Doctor. Took her time to listen to me, and I talk a lot and not very clearly. Had a plan to improve my posture and treat my hurt knee. Looking forward to start physical therapy.

"
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Emily E., verified patient",Very caring doctor. Excellent staff as well.
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Keith M., verified patient","Very professional, caring, highly recommended, I was very satisfied "
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Johnathan I., verified patient","I felt very comfortable with Dr. Carter. She was highly attentive, even guiding me to understand my condition. She is very serious about her practice and I felt she was very serious about me as a patient."
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist",Initials hidden,Very thorough and helpful.  Took her time.  Really appreciate the help.  Made things really easy for me.
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist",Initials hidden,Kind and professional .
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Linda G., verified patient",Dr. Carter is very professional and competent. She is also very down to earth and easy to talk to. 
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist",Initials hidden,"Very patient, kind, informative, and helpful! Great doctor and staff!"
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist",Initials hidden,Excellent and patient doctor. 
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Shiann H., verified patient",Very good at what she does explained to me what my condition was and why I was having pain deff recommend to other very professional 
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Christine H., verified patient","Dr. Carter was great. Really spent the time to understand what was going on with my back and has x-ray equipment in her office, so it was so much faster getting diagnosed. Great PT in her practice as well. "
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist",Initials hidden,Seems very knowledgeable about her craft. Office staff were good. Not what I expected.
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Katherine L., verified patient","Very thorough, explanatory, and professional.  I felt well-informed at the close of my appointment and not rushed.  I look forward to beginning my physical therapy here and follow-up visits.  Thanks!"
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist",Initials hidden,
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Nicki B., verified patient",
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Susan C., verified patient","Dr. Carter is thorough, professional and personally warm. She took the time to ask many questions and listen carefully, her examination was careful and complete and her diagnosis, follow-up testing recommendations and treatment advice were perfectly clear. "
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Joanne F., verified patient",I think dr. Carter is excellent.
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Wanda Q., verified patient",Dr.Carter was very professional and gave me a complete and full examination to understand my problem.The office staff was extremely competent with insurance and necessary appointments appointments.The ofice was beautiful
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","John K., verified patient",Very thorough. Very detail oriented. Really seems to know her stuff. And very pleasant to deal with as well.
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Mary K., verified patient",
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist",Initials hidden,
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist",Initials hidden,
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Raleigh F., verified patient",
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","Desi W., verified patient",
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist","James B., verified patient",
"Dr. Alicia Carter, MD","Physiatrist, Sports Medicine Specialist, Pain Management Specialist",Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,"Bernadette D., verified patient",Dr Steven Moalemi is a wonderful doctor!  
"Dr. Steven Moalemi, MD",Physiatrist,"Tongyu Z., verified patient",awesome experience. will recommend. too bad that my future insurance does not work for this no more
"Dr. Steven Moalemi, MD",Physiatrist,"Jennifer G., verified patient",Dr. Moalemi and everyone in his office was wonderful. I'm so thankful I found his practice!
"Dr. Steven Moalemi, MD",Physiatrist,"Steven F., verified patient",Dr. Moalemi is awesome! I've been suffering various levels of back pain for years. He's the first doctor in that time to give me a real explanation to the issue and prescribe effective treatments. Thank you!
"Dr. Steven Moalemi, MD",Physiatrist,"Bernadette D., verified patient",Excellent!
"Dr. Steven Moalemi, MD",Physiatrist,"Scott E., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,"Sara Y., verified patient",it was okay. very quick consultation... seemed like a waste of time. 
"Dr. Steven Moalemi, MD",Physiatrist,"Brett B., verified patient",Great doctor. Excellent PT.
"Dr. Steven Moalemi, MD",Physiatrist,"Violetta S., verified patient","I was extremely disappointed that ZocDoc had showed this doctor as in-network but when I arrived and showed them my insurance card they said the doctor was out-of-network.  They need to update the system, because I would never have made an appt if I knew."
"Dr. Steven Moalemi, MD",Physiatrist,"Christopher F., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,He was great. Really listened and his staff were super helpful and nice !
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,"Charles R., verified patient","Would highly recommend Dr. Moalemi. Great bedside manner, wait time was very short, and his hours are flexible if you happen to work daytime and need consult him after 5pm."
"Dr. Steven Moalemi, MD",Physiatrist,"Elham B., verified patient",He is really a good doctor 
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,Extremely long wait and then only with the doc for 10 minutes.  Makes me think they are extremely over scheduling. Unfortunate. 
"Dr. Steven Moalemi, MD",Physiatrist,"Barbara S., verified patient",Great!
"Dr. Steven Moalemi, MD",Physiatrist,"Matthew F., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,"Arielle W., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,"Asad S., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,"John L., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,"Emily W., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,"Jennifer R., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,"Elaine G., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,"Rayan A., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,"Loredana M., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,"Allyson V., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,"Taj H., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,"Bernadette D., verified patient",Dr Steven Moalemi is a wonderful doctor!  
"Dr. Steven Moalemi, MD",Physiatrist,"Tongyu Z., verified patient",awesome experience. will recommend. too bad that my future insurance does not work for this no more
"Dr. Steven Moalemi, MD",Physiatrist,"Jennifer G., verified patient",Dr. Moalemi and everyone in his office was wonderful. I'm so thankful I found his practice!
"Dr. Steven Moalemi, MD",Physiatrist,"Steven F., verified patient",Dr. Moalemi is awesome! I've been suffering various levels of back pain for years. He's the first doctor in that time to give me a real explanation to the issue and prescribe effective treatments. Thank you!
"Dr. Steven Moalemi, MD",Physiatrist,"Bernadette D., verified patient",Excellent!
"Dr. Steven Moalemi, MD",Physiatrist,"Scott E., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,"Sara Y., verified patient",it was okay. very quick consultation... seemed like a waste of time. 
"Dr. Steven Moalemi, MD",Physiatrist,"Brett B., verified patient",Great doctor. Excellent PT.
"Dr. Steven Moalemi, MD",Physiatrist,"Violetta S., verified patient","I was extremely disappointed that ZocDoc had showed this doctor as in-network but when I arrived and showed them my insurance card they said the doctor was out-of-network.  They need to update the system, because I would never have made an appt if I knew."
"Dr. Steven Moalemi, MD",Physiatrist,"Christopher F., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,He was great. Really listened and his staff were super helpful and nice !
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,"Charles R., verified patient","Would highly recommend Dr. Moalemi. Great bedside manner, wait time was very short, and his hours are flexible if you happen to work daytime and need consult him after 5pm."
"Dr. Steven Moalemi, MD",Physiatrist,"Elham B., verified patient",He is really a good doctor 
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,Extremely long wait and then only with the doc for 10 minutes.  Makes me think they are extremely over scheduling. Unfortunate. 
"Dr. Steven Moalemi, MD",Physiatrist,"Barbara S., verified patient",Great!
"Dr. Steven Moalemi, MD",Physiatrist,"Matthew F., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,"Arielle W., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,"Asad S., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,"John L., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,"Emily W., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,"Jennifer R., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,"Elaine G., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,"Rayan A., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,"Loredana M., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,"Allyson V., verified patient",
"Dr. Steven Moalemi, MD",Physiatrist,Initials hidden,
"Dr. Steven Moalemi, MD",Physiatrist,"Taj H., verified patient",
